Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Mylo Xyloto,U.F.O.,"Track 9 of Mylo Xyloto. It was potentially written for The Wedding Album in 2009, though this is unconfirmed. It was however originally combined with the title track under the name 'Great Expectations'. Produced by Eno & Dravs. It was later released as a promo single with Up With The Birds. The end of the song features an interlude into Princess of China.",2:17,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,"Princess of China
(feat. Rihanna)","Track 10 and the fourth single of Mylo Xyloto. It was originally written for Rihanna a few years earlier, but they decided to keep it instead with Rihanna singing duet. The song samples both Takk... by Sigur Ros & Ra Ngõ Tụng Kinh by Hà Trần. Davide Rossi perfoms strings. Produced by Brian Eno & Markus Dravs. Jonny, Guy, Tim Wheeler & Rik Simpson all perform backing vocals.",3:59,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Up in Flames,"Track 11 of Mylo Xyloto. It was the last song to be made for the album, potentially replacing the famous Car Kids. Produced by Brian Eno & Markus Dravs. It was later released as a promo single.",3:13,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,A Hopeful Transmission,"Track 12 of Mylo Xyloto. Instrumental interlude used to transition into Don't Let It Break Your Heart. It was originally a full song with lyrics, but that version was scrapped. Produced by Brian Eno & Markus Dravs.",0:33,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Don't Let It Break Your Heart,Track 13 of Mylo Xyloto. It was written with the intention of ending the album on a positive note. Produced by Eno & Dravs. The long outro of the song transitions into Up With The Birds.,3:54,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,Up With the Birds,"The fourteenth and final track of Mylo Xyloto. The song samples both Brian May's Driven By You & Leonard Cohen’s Anthem. Produced by Eno & Dravs. It was later released as a promo single with Up With The Birds. Jonny, Guy, Angel Moon, and seemingly an unknown female singer perform backing vocals.",3:45,"Oct 24, 2011",Album Track,Yes,Spotify
Mylo Xyloto,"Charlie Brown
(Live from Glastonbury 2011)",Released as a bonus track on the Japanese version of Mylo Xyloto. Live version of Charlie Brown recorded at Glastonbury on June 25 2011.,4:48,"Oct 24, 2011",Other,No,FLAC File
Mylo Xyloto,"Life Is For Living
(Live from Glastonbury 2011)",Released as a bonus track on the Japanese version of Mylo Xyloto. Live version of Life Is For Living recorded at Glastonbury on June 25 2011.,2:29,"Oct 24, 2011",Other,No,FLAC File
Mylo Xyloto,"Every Teardrop Is A Waterfall
(Live from Glastonbury 2011)",Released as a bonus track on the Japanese version of Mylo Xyloto. Live version of Every Teardrop Is A Waterfall recorded at Glastonbury on June 25 2011.,4:40,"Oct 24, 2011",Other,No,FLAC File
Mylo Xyloto,"Every Teardop Is a Waterfall
(Single Version)",Lead single of Mylo Xyloto. The single version is slightly longer and unmixed. It spawned 2 B-Sides on its EP of the same name; Major Minus & Moving to Mars.,4:03,"Jun 3, 2011",EP Track,Yes,Spotify
Mylo Xyloto,Major Minus,Released on the Every Teardop Is a Waterfall EP as a B-Side. It was later featured on Mylo Xyloto. This version of the song has slightly different mixing on its second verse vocals.,3:30,"Jun 3, 2011",EP Track,Yes,Spotify
Mylo Xyloto,Moving to Mars,"Released on the Every Teardop Is a Waterfall EP as a B-Side. The song was originally called Space Symphony and was planned for the album, but was cut. Produced by Brian Eno & Markus Dravs.",4:18,"Jun 3, 2011",EP Track,Yes,Spotify
Mylo Xyloto,"Paradise
(Radio Edit)","Shortened version of Paradise released as Mylo Xyloto's second single. It spawned one B-Side, the instrumental of the song.",3:23,"Sep 12, 2011",Single,No,FLAC File
Mylo Xyloto,"Paradise
(Instrumental)",Instrumental version of Paradise released as a B-Side to the song.,4:38,"Sep 12, 2011",Single,No,FLAC File
Mylo Xyloto,"Mylo Xyloto
(Live)",Track 1 of the original release of the EP. Recorded on July 22 2011.,0:42,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Hurts Like Heaven
(Live)",Track 2 of the original release of the EP. Recorded on July 22 2011.,4:07,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"God Put a Smile upon Your Face
(Live)",Track 3 of the original release of the EP. Recorded on July 22 2011.,4:36,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Viva la Vida
(Live)",Track 4 of the original release of the EP. Recorded on July 22 2011.,4:43,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Clocks
(Live)",Track 5 of the original release of the EP. Recorded on July 22 2011.,4:18,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Fix You
(Live)",Track 6 of the original release of the EP. Recorded on July 22 2011.,5:18,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Every Teardrop Is a Waterfall
(Live)",Track 7 of the original release of the EP. Recorded on July 22 2011.,4:16,"Sep 18, 2011",EP Track,No,M4A File
Mylo Xyloto,"Politik
(Live)",Track 1 of the Apple Music release of the EP. Recorded on July 22 2011.,4:59,"Sep 18, 2011",EP Track,Yes,Apple Music
Mylo Xyloto,"Major Minus
(Live)",Track 2 of the Apple Music release of the EP. Recorded on July 22 2011.,3:33,"Sep 18, 2011",EP Track,Yes,Apple Music
Mylo Xyloto,"Yellow
(Live)",Track 3 of the Apple Music release of the EP. Recorded on July 22 2011.,4:18,"Sep 18, 2011",EP Track,Yes,Apple Music
Mylo Xyloto,"Violet Hill
(Live)",Track 4 of the Apple Music release of the EP. Recorded on July 22 2011.,3:46,"Sep 18, 2011",EP Track,Yes,Apple Music
Mylo Xyloto,"Charlie Brown
(Live)",Track 5 of the Apple Music release of the EP. Recorded on July 22 2011.,4:43,"Sep 18, 2011",EP Track,Yes,Apple Music
Mylo Xyloto,"Every Teardrop Is a Waterfall
(Live In Madrid)",Track 1 of the EP. Recorded on October 26 2011.,4:43,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"Violet Hill
(Live In Madrid)",Track 2 of the EP. Recorded on October 26 2011.,3:43,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"God Put a Smile upon Your Face
(Live In Madrid)",Track 3 of the EP. Recorded on October 26 2011.,4:51,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"Charlie Brown
(Live In Madrid)",Track 4 of the EP. Recorded on October 26 2011.,5:01,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"Paradise
(Live In Madrid)",Track 5 of the EP. Recorded on October 26 2011.,4:51,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"Clocks
(Live In Madrid)",Track 6 of the EP. Recorded on October 26 2011.,4:57,"Oct 31, 2011",EP Track,No,MP3 File
Mylo Xyloto,"Charlie Brown
(Radio Edit)","Shortened version of Charlie Brown released as Mylo Xyloto's third single. It spawned 2 B-Sides, the full album version and the instrumental of the song.",3:49,"Nov 14, 2011",Single,No,FLAC File
Mylo Xyloto,"Charlie Brown
(Album Version)",Released as a B-Side to Charlie Brown. Full album version of the song.,4:48,"Nov 14, 2011",Single,Yes,Spotify
Mylo Xyloto,"Charlie Brown
(Instrumental)",Instrumental version of Charlie Brown released as a B-Side to the song.,4:48,"Nov 14, 2011",Single,No,FLAC File
Mylo Xyloto,"Princess of China
(Radio Edit)","Shortened version of Princess of China released as Mylo Xyloto's fourth single. It spawned 1 main B-Side, an acoustic version of the song.",3:37,"Feb 14, 2012",Single,Yes,Spotify
Mylo Xyloto,"Princess of China
(Acoustic)",Acoustic Version of Princess of China released as a B-Side to the song.,3:26,"Feb 14, 2012",Single,Yes,Spotify
Mylo Xyloto,"Princess of China
(Album Version)",Full album version of the song released as a B-Side on the EU version of the single.,3:59,"Feb 14, 2012",Single,Yes,Spotify (Taken from Mylo Xyloto)
Mylo Xyloto,"Princess of China
(Instrumental)",Instrumental of the song released as a B-Side on the EU version of the single.,3:59,"Feb 14, 2012",Single,No,FLAC File
Mylo Xyloto,"Hurts Like Heaven
(Single Edit)",Shortened version of Hurts Like Heaven released as a digital single. The audio was also used for the song's music video.,3:58,"Oct 8, 2012",Single,No,M4A File
Mylo Xyloto,"Hurts Like Heaven
(Radio Edit)","Shortened version of Hurts Like Heaven released as Mylo Xyloto's final single. It spawned 2 B-Sides, the full album version and the instrumental of the song.",3:02,"Oct 8, 2012",Single,No,Link Needed
Mylo Xyloto,"Hurts Like Heaven
(Album Version)","Released as a B-Side to Hurts Like Heaven. Supposedly the album version of the song, although its duration is longer.",4:23,"Oct 8, 2012",Single,No,Link Needed
Mylo Xyloto,"Hurts Like Heaven
(Instrumental)",Instrumental version of Hurts Like Heaven released as a B-Side to the song.,4:22,"Oct 8, 2012",Single,No,MP3 File
Mylo Xyloto,"Mylo Xyloto
(Live 2012)","Track 1 of Live 2012. Recorded in France on September 2, 2012.",0:57,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Hurts Like Heaven
(Live 2012)","Track 2 of Live 2012. Recorded in France on September 2, 2012.",4:16,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"In My Place
(Live 2012)","Track 3 of Live 2012. Recorded in France on September 2, 2012.",3:55,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Major Minus
(Live 2012)","Track 4 of Live 2012. Recorded in France on September 2, 2012.",3:39,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Yellow
(Live 2012)","Track 5 of Live 2012. Recorded in France on September 2, 2012. Features an extended piano intro.",6:51,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"God Put a Smile upon Your Face
(Live 2012)","Track 6 of Live 2012. Recorded in France on September 2, 2012. Alternate rock version of the song played throughout the Mylo Xyloto Tour.",5:21,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Princess of China
(Live 2012) (feat. Rihanna)","Track 7 of Live 2012. Recorded in France on September 2, 2012. Played live with Rihanna.",3:48,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Up in Flames
(Live 2012)","Track 8 of Live 2012. Recorded in France on September 2, 2012.",3:17,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Viva la Vida
(Live 2012)","Track 9 of Live 2012. Recorded in France on September 2, 2012. The song has an extended intro, which is common for live performances of this song.",4:58,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Charlie Brown
(Live 2012)","Track 10 of Live 2012. Recorded in France on September 2, 2012.",5:00,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Paradise
(Live 2012)","Track 11 of Live 2012. Recorded in France on September 2, 2012.",5:32,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Us Against the World
(Live 2012)","Track 12 of Live 2012. Recorded in France on September 2, 2012.",3:52,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Clocks
(Live 2012)","Track 13 of Live 2012. Recorded in France on September 2, 2012.",4:44,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Fix You
(Live 2012)","Track 14 of Live 2012. Recorded in France on September 2, 2012.",5:00,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Every Teardrop Is a Waterfall
(Live 2012)","Track 15 of Live 2012. Recorded in France on September 2, 2012. Includes M.M.I.X. as an intro.",5:24,"Nov 19, 2012",Album Track,Yes,Spotify
Mylo Xyloto,"Hurts Like Heaven
(7-Inch Edit)",Alternate edit of Hurts Like Heaven released on its 7-inch vinyl.,,"Apr 20, 2013",Single,No,Link Needed
Mylo Xyloto,"Us Against The World
(From Live 2012)",Released as a B-Side on Hurts Like Heaven's 7-inch vinyl.,3:52,"Apr 20, 2013",Single,Yes,Spotify (Taken from Live 2012)
"19 Album Track(s)
6 Single(s)
0 Feature(s)
4 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
1 Other","Ghost Stories
(p.k.a. Alchemy)","September 6th, 2013 (Atlas release)
November 6th, 2015 (Adventure of a Lifetime release)",,,Other,,
Ghost Stories,Atlas,"Originally from the Ghost Stories sessions, the band repurposed it for the Hunger Games: Catching Fire soundtrack. The song title refers to to The Titan, Atlas, who carries the world on his shoulders, and is also the god of astronomy and navigation.",3:56,"Sep 6, 2013",Single,Yes,Spotify
Ghost Stories,Always in My Head,Track 1 of Ghost Stories. Written on an old keyboard (the same model that Chris owned as a kid). Apple Martin performs backing vocals. Madeon is credited as a adding 'extra magic' to the song. Produced by Paul Epworth.,3:36,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Magic,"Track 2 and the lead single of Ghost Stories. The song started with a bassline that Guy had come up with, and was built around it. Produced by Paul Epworth, who also plays keyboards on the song.",4:45,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Ink,Track 3 and the final single of Ghost Stories. Inspired by See You Soon from The Blue Room EP; the song was created after Chris messed around with SYS' chords. Produced by Paul Epworth.,3:48,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,True Love,"Track 4 and the third single of Ghost Stories. The song is produced by both Paul Epworth and Timbaland, who added additional drums. Davide Rossi adds strings.",4:06,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Midnight,"Track 5 of Ghost Stories. The song was originally released on YouTube only with its music video, before being released as a promo single in April. The song is built off of an unreleased song by Jon Hopkins, referred to as 'Amphora'. Produced by Paul Epworth.",4:54,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Another's Arms,"Track 6 of Ghost Stories. The song samples Jane Weaver's Silver Chord. Produced by both Paul Epworth and Mike Dean, who adds extra bass to the song.",3:54,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Oceans,Track 7 of Ghost Stories. Inspired by a beach in Brighton. Produced by Paul Epworth. Features a long outro which transitions into A Sky Full of Stars.,5:21,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,"A Sky Full of Stars
(feat. Avicii)",Track 8 and the second single of Ghost Stories. The song was written on piano when Chris decided that Avicii had to be involved in the song. Inspired by Katy Perry songs. Produced by Paul Epworth and Avicii.,4:27,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,Fly On,Hidden track on O. Played almost entirely on piano. Produced by Paul Epworth.,3:47,"May 19, 2014",Other,Yes,Spotify
Ghost Stories,O,The 9th and final track of Ghost Stories. Reuses parts of Always In My Head's intro. Produced by Paul Epworth. Apple and Moses Martin add backing vocals.,1:19,"May 19, 2014",Album Track,Yes,Spotify
Ghost Stories,"Magic
(Radio Edit)",Shortened version of Magic meant for radio use.,4:18,"Mar 3, 2014",Single,No,MP3 File
Ghost Stories,"Midnight
(Radio Edit)",Shortened version of Midnight meant for radio use.,3:27,"Apr 17, 2014",Single,No,Link Needed
Ghost Stories,"A Sky Full of Stars
(Radio Edit)","Shortened version of A Sky Full of Stars released as Ghost Stories' second single. It spawned 3 B-Sides on its EP of the same name; All Your Friends, Ghost Story, & a reprise of O.",3:56,"May 2, 2014",EP Track,Yes,Spotify
Ghost Stories,All Your Friends,Track 2 of the A Sky Full of Stars EP. Deciated to soldiers who fought during World War I. Produced by Paul Epworth. Later released on the deluxe version of Ghost Stories.,3:31,"May 2, 2014",EP Track,Yes,Spotify
Ghost Stories,Ghost Story,"Track of the A Sky Full of Stars EP. Potentially meant to be the title track of the album, though this has never been confirmed. Produced by Paul Epworth. Later released on the deluxe version of Ghost Stories.",4:17,"May 2, 2014",EP Track,Yes,Spotify
Ghost Stories,"O
(Reprise) / (Part 2)",Track of the A Sky Full of Stars EP. More acoustic version of the album's closing track. Produced by Paul Epworth. Later released on the deluxe version of Ghost Stories.,1:37,"May 2, 2014",EP Track,Yes,Spotify
Ghost Stories,"Wish I Was Here
(with Cat Power)",Title track and single from the Wish I Was Here soundtrack. Features Cat Power singing lead vocals with Chris harmonising. Produced by Tom Elmhirst.,3:10,"Jul 7, 2014",Other,Yes,Spotify
Ghost Stories,"True Love
(Radio Edit)",Shortened version of True Love meant for radio use.,3:36,"Aug 14, 2014",Single,No,Link Needed
Ghost Stories,Ink,"Fourth and final single of Ghost Stories. It spawned one B-Side, the instrumental of the song.",3:48,"Oct 13, 2014",Single,Yes,Spotify (Taken from Ghost Stories)
Ghost Stories,"Ink
(Instrumental)",Instrumental version of Ink released as a B-Side to the song.,3:48,"Oct 13, 2014",Single,No,MP3 File
Ghost Stories,"Viva la Vida
(Absolute Radio Session)",Live acoustic version of Viva la Vida released on the live compilation album Absolute Radio Sessions Vol. 1.,3:44,"Oct 28, 2014",Album Track,No,Link Needed
Ghost Stories,"Always in My Head
(Live at the Royal Albert Hall, London)","Track 1 of Live 2014. Recorded on July 2, 2014.",3:57,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Magic
(Live at the Enmore Theatre, Sydney)","Track 2 of Live 2014. Recorded on June 19, 2014.",4:52,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Ink
(Live at Le Casino de Paris, Paris)","Track 3 of Live 2014. Recorded on May 28, 2014.",4:09,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"True Love
(Live at the Enmore Theatre, Sydney)","Track 4 of Live 2014. Recorded on June 19, 2014.",4:20,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Midnight
(Live at the Royal Albert Hall, London)","Track 5 of Live 2014. Recorded on July 1, 2014.",4:48,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Another's Arms
(Live at the Beacon Theatre, New York City)","Track 6 of Live 2014. Recorded on May 5, 2014.",3:55,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Oceans
(Live at E-Werk, Cologne)","Track 7 of Live 2014. Recorded on April 25, 2014.",4:28,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"A Sky Full of Stars
(Live at the Royal Albert Hall, London)","Track 8 of Live 2014. Recorded on July 1, 2014.",4:38,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"O
(Live at Royce Hall, Los Angeles)","Track 9 of Live 2014. Features both Fly On and O (Reprise). Recorded on May 19, 2014 (the day Ghost Stories was released).",5:36,"Nov 21, 2014",Album Track,Yes,Spotify
Ghost Stories,"Viva la Vida
(Live at Tokyo Dome City Hall, Tokyo)","Released as a bonus track on the Japanese version of Live 2014. Recorded on June 12, 2014.",4:16,"Nov 21, 2014",Other,No,FLAC File
"49 Album Track(s)
17 Single(s)
0 Feature(s)
13 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
3 Other",A Head Full of Dreams,,,,Other,,
A Head Full of Dreams,"Miracles
(from the Unbroken Soundtrack)","Written for Angelina Jolie’s movie Unbroken. Originallly called Out Of This World. The song was written about the main character of the film, set during World War ii. Produced by Stargate.",3:55,"Dec 15, 2014",Single,Yes,Spotify
A Head Full of Dreams,A Head Full of Dreams,"OG Filename: 01 A Head Full Of Dreams FNL MSTR REF 10.5.15
The first and title track of A Head Full of Dreams. The song was originally called Family Tree, and then changed to just Head Full Of Dreams. This version of the song was almost completely different but kept some aspects. The lyric 'conference of birds' comes from a 12th century poem of the same name. Several people including the band's children and also Beyonce's daughter created the chant on the bridge. Produced by Stargate, who also co-wrote the song.",3:43,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Birds,"OG Filename: 02 Birds FNL MSTR REF 10.5.15
Track 2 of A Head Full of Dreams. The acoustic guitar in the song comes from Chris badly improvising and noodling. Davide Rossi adds strings. Produced by Stargate.",3:49,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,"Hymn for the Weekend
(feat. Beyoncé)","OG Filename: 03 Hymn For The Weekend FNL MSTR REF 10.5.15
Track 3 and the second single of A Head Full of Dreams. Originally came from the lyric 'Drinks on Me' which was changed as the band didn't think it was good. Beyoncé conbtributes vocals throughout, including a long intro where mutlple of her vocal takes are compiled together. Produced by Stargate. Avicii is also credited on the song.",4:18,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Everglow,"OG Filename: 04 Everglow FNL MSTR REF 10.5.15
Track 4 of A Head Full of Dreams. Gwyneth Paltrow came up with some of the lyrics, leading to her singing backing vocals on those. Due to some technical issues during a show, Chris played Everglow acoustically on piano. This version would later be released the album's final single. Produced by Stargate.",4:42,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Adventure of a Lifetime,"OG Filename: 05 Adventure Of A Lifetime FNL MSTR REF 10.5.15
Track 5 and the lead single of A Head Full of Dreams. The song stemmed from a demo called Legends, which was based off of a guitar riff Jonny made at Chris' request. Produced by Stargate, who also co-wrote the song. Merry Clayton performs backing vocals.",4:23,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,"Fun
(feat. Tove Lo)","OG Filename: 06 Fun FNL MSTR REF 10.5.15
Track 6 of A Head Full of Dreams. Chris reached out to Tove Lo to sing backing vocals on the song, which she then recorded in LA. The main riff in the song is taken from a 2011 demo called Tomorrow. Produced by Stargate. Despite Tove Lo opening for the band during the AHFOD tour, the song has never been played live.",4:27,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,"Kaleidoscope
(feat. Coleman Barks & Barack Obama)","OG Filename: 07 Kaleidoscope FNL MSTR REF 10.5.15
Track 7 of A Head Full of Dreams. The first half of the song features Coleman Barks reading Rumi's 'The Guesthouse' poem, while Khatia Buniatishvili plays piano. The second half features samples Barack Obama performing Amazing Grace a the funeral of Reverend Clementa C. Pinckney. Produced by Stargate.",1:51,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Army of One,"OG Filename: 08 Army Of One FNL MSTR REF 10.5.15
Track 8 of A Head Full of Dreams. Produced by Stargate. Daniel Green is credited for keyboards along with Chris. Includes a hidden track; X Marks The Spot.",3:24,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,X Marks The Spot,"OG Filename: 08 Army Of One FNL MSTR REF 10.5.15
Hidden track after Army of One. Rough song with Chris singing vocals over a trap beat. Produced by Stargate.",2:57,"Dec 4, 2015",Other,Yes,Spotify
A Head Full of Dreams,Amazing Day,"OG Filename: 09 Amazing Day FNL MSTR REF 10.5.15
Track 9 of A Head Full of Dreams. It was the first song from the album to be debuted live, on September 26th, 2015 at the Global Citizen Festival. Produced by Stargate. Davide Rossi adds strings.",4:31,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Colour Spectrum,"OG Filename: 10 Colour Spectrum FNL MSTR REF 10.5.15
Track 10 of A Head Full of Dreams. Instrumental interlude featuring samples of A Head Full Of Dreams, Kaleidoscope, Hymn For The Weekend and Adventure Of A Lifetime. Produced and co-written by Stargate. Transitions into Up&Up.",1:00,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,Up&Up,"OG Filename: 11 Up And Up FNL MSTR REF 10.5.15
The 11th, final track and third single of A Head Full of Dreams. A guitar riff for the song was written and performed by Noel Gallagher. Moses Martin also plays tambourine. Produced by Stargate, who also co-wrote the song. Several people sung vocals throughout the song, including: 

Chris Martin, Will Champion, Apple Martin, Annabelle Wallis, Merry Clayton, Beyoncé, Alison Martin, Aubrey Costall, Ava Champion, Blue Ivy Carter, Brian Eno, Violet Buckland, Harvey Costall, Elise Eriksen, Daniel Grollo, Hege Fossum Eriksen, Idil Hermansen, Isak Hermansen, Jacob Green, James Duncan, Jonah Buckland, Juno Champion, Kat Grollo, Marianna Champion, Mathilda Grollo, Max Harvey, Nico Berryman, Rafi Harvey, Rex Champion, Selma Eriksen & Sophia Green.",6:45,"Dec 4, 2015",Album Track,Yes,Spotify
A Head Full of Dreams,"Adventure of a Lifetime
(Radio Edit)",Slightly shorter version of the song meant for radio use. Also later released as a digital single.,3:43,"Nov 6, 2015",Single,Yes,Apple Music / FLAC File
A Head Full of Dreams,"Hymn for the Weekend
(Radio Edit)",Slightly shorter version of the song meant for radio use. Also later released as a digital single.,3:37,"Jan 25, 2016",Single,No,WAV File
A Head Full of Dreams,"Up&Up
(Radio Edit)",Much shorter version released as a single.,3:58,"Apr 22, 2016",Single,Yes,Spotify
A Head Full of Dreams,"A Head Full of Dreams
(Radio Edit)",Slightly shorter version of the song meant for radio use. Also later released as a digital single.,3:29,"Aug 19, 2016",Single,No,Link Needed
A Head Full of Dreams,"A Head Full of Dreams
(Music Video Version)",Features an extended intro with elements of Charlie Chaplin's Final Speech from The Great Dictator. This version would also be played on tour.,5:00,"Aug 19, 2016",Other,No,YouTube
A Head Full of Dreams,"Everglow
(Single Version)","Stripped down version of Everglow. This version was originally played due to a technical mishap at a concert which lead to Chris playing the song by himself on the piano without prior rehearsals. It was later released as the final single from A Head Full of Dreams, featuring a speech by Muhammad Ali as an outro.",5:01,"Nov 11, 2016",Single,Yes,Spotify
A Head Full of Dreams,"Everglow
(Single Version) (Radio Edit)","Shorter edit of the single version, leaving out Muhammad Ali's speech.",3:47,"Nov 11, 2016",Single,Yes,Spotify
A Head Full of Dreams,"Magic
(Live at the Enmore Theatre, Sydney) (2016 Remaster)","First bonus live track on the AHFOD Australia & New Zealand Tour Edition. From the same performance as the version on Live 2014, but differently mixed.",5:00,"Nov 18, 2016",Other,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Clocks
(Live at the Enmore Theatre, Sydney)","Second bonus live track on the AHFOD Australia & New Zealand Tour Edition. Recorded on June 19, 2014.",4:21,"Nov 18, 2016",Other,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Viva la Vida
(Live at the Enmore Theatre, Sydney)","Third bonus live track on the AHFOD Australia & New Zealand Tour Edition. Recorded on June 19, 2014.",4:12,"Nov 18, 2016",Other,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Oceans
(Live at the Enmore Theatre, Sydney)","Fourth bonus live track on the AHFOD Australia & New Zealand Tour Edition. Recorded on June 19, 2014.",4:00,"Nov 18, 2016",Other,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"A Sky Full of Stars
(Live at the Enmore Theatre, Sydney)","Fifth bonus live track on the AHFOD Australia & New Zealand Tour Edition. Recorded on June 19, 2014.",5:48,"Nov 18, 2016",Other,Region Specific,Spotify / FLAC File
A Head Full of Dreams,"Everglow
(Live from Spotify London)",Acoustic version for Spotify recorded on November 14 2016.,4:15,"Dec 16, 2016",EP Track,Yes,Spotify / FLAC File
A Head Full of Dreams,"Viva La Vida
(Live from Spotify London)",Acoustic version for Spotify recorded on November 14 2016.,3:54,"Dec 16, 2016",EP Track,Yes,Spotify / FLAC File
A Head Full of Dreams,"Adventure of a Lifetime
(Live from Spotify London)",Acoustic version for Spotify recorded on November 14 2016.,4:18,"Dec 16, 2016",EP Track,Yes,Spotify / FLAC File
A Head Full of Dreams,"Yellow
(Live from Spotify London)",Acoustic version for Spotify recorded on November 14 2016.,4:12,"Dec 16, 2016",EP Track,Yes,Spotify / FLAC File
A Head Full of Dreams,"Christmas Lights
(Live from Spotify London)",Acoustic version for Spotify recorded on November 14 2016.,4:28,"Dec 16, 2016",EP Track,Yes,Spotify / FLAC File
A Head Full of Dreams,"Something Just Like This
(with The Chainsmokers)","Released as a single and a track on The Chainsmokers' album: Memories. Chris apparently wrote the song by freestyling for over an hour until he came up with the melody, after being given the chords by TCS. A live version was released on the Kaleidoscope EP.",4:07,"Feb 22, 2017",Single,Yes,Spotify
A Head Full of Dreams,Hypnotised,Released as promo single on Chris Martin's birthday. The song would later be featured as the closing track of the Kaleidoscope EP.,5:55,"Mar 2, 2017",Single,Yes,Spotify
A Head Full of Dreams,"Magic
(Live at Tokyo Dome City Hall, Tokyo)","First bonus live track on the AHFOD Japan Tour Edition. Recorded on June 12, 2014.",4:59,"Mar 29, 2017",Other,No,FLAC File
A Head Full of Dreams,"Clocks
(Live at Tokyo Dome City Hall, Tokyo)","Second bonus live track on the AHFOD Japan Tour Edition. Recorded on June 12, 2014.",5:21,"Mar 29, 2017",Other,No,FLAC File
